ID - Instantes,Python,JavaScript,Ruby on Rails,PHP,C#,C++,C,BUG,DEV
1,2,1,9,7,12,10,9,4,3
2,4,7,8,12,13,2,3,10,2
3,12,7,13,3,2,12,12,7,1
4,9,4,1,7,11,3,5,4,5
5,10,1,13,3,13,10,8,9,5
6,12,11,13,7,2,4,1,5,1
7,6,12,12,5,12,11,7,8,1
8,3,1,9,9,9,3,3,5,9
9,8,5,1,11,8,3,8,7,1
10,2,12,8,13,8,12,6,1,5
11,8,12,13,11,10,9,9,4,2
12,3,10,6,1,6,8,11,2,1
13,12,7,9,12,8,3,7,2,4
14,11,3,13,9,7,3,13,6,4
15,5,3,8,3,9,12,8,2,4
16,9,4,7,7,6,2,5,7,6
17,2,2,11,13,11,10,13,7,7
18,3,1,13,12,13,9,10,1,1
19,9,4,4,10,10,9,9,7,5
20,9,11,5,9,8,13,1,8,1
21,13,13,13,2,8,4,1,8,3
22,10,10,5,7,10,7,7,3,2
23,10,8,1,7,6,5,1,7,5
24,6,7,8,9,6,12,1,4,6
25,2,6,6,2,6,9,6,2,2
26,13,10,1,11,5,7,9,7,7
27,11,13,13,11,11,13,9,5,7
28,5,7,7,7,2,10,4,3,4
29,4,10,5,12,12,4,5,1,3
30,3,11,1,11,4,8,4,7,8
31,6,10,8,12,5,7,1,7,5
32,5,4,10,6,7,7,12,7,9
33,11,7,6,2,11,6,13,2,4
34,4,6,5,3,5,13,2,9,4
35,6,12,1,2,5,1,10,1,3
36,1,9,4,11,4,11,6,10,1
37,6,9,9,6,13,12,2,5,8
38,1,11,12,4,5,3,5,6,7
39,11,10,1,8,7,9,9,4,8
40,13,10,13,13,10,12,10,8,5
41,7,11,13,9,12,5,2,9,5
42,8,4,11,12,9,6,10,10,7
43,10,7,13,4,7,3,11,5,5
44,6,12,13,7,5,3,8,1,4
45,5,9,4,9,12,3,5,4,6
46,13,9,9,1,9,9,13,7,4
47,9,5,9,6,9,11,7,4,5
48,1,2,2,1,2,1,12,10,6
49,8,10,6,12,1,12,12,4,4
50,3,7,8,2,7,3,3,4,2
51,4,1,12,2,8,2,2,5,2
52,12,5,11,1,4,13,9,3,2
53,11,1,10,13,12,7,4,9,6
54,4,10,10,2,6,2,10,10,6
55,7,9,11,3,3,2,2,10,10
56,11,3,11,2,12,6,12,2,4
57,2,2,5,11,8,6,8,5,4
58,12,9,1,11,12,13,2,1,6
59,12,1,12,7,6,5,6,3,10
60,1,5,11,7,6,2,4,6,4
61,10,5,8,8,9,2,13,4,2
62,9,5,9,5,11,10,5,5,3
63,11,2,12,11,13,11,6,6,6
64,7,13,4,9,2,6,2,10,2
65,10,4,9,2,3,9,13,7,5
66,4,10,7,10,9,2,1,8,1
67,11,5,12,12,8,9,12,1,8
68,7,7,11,11,10,12,5,2,1
69,2,13,13,12,11,6,2,4,3
70,6,5,8,8,8,7,10,7,1
71,1,8,2,4,3,1,3,3,7
72,7,7,4,9,1,3,12,4,1
73,6,8,3,8,4,10,12,5,7
74,10,3,13,9,3,5,13,8,5
75,2,8,11,7,1,7,6,5,9
76,6,2,13,10,4,10,10,6,1
77,4,6,3,9,1,6,4,6,9
78,1,10,10,9,10,11,5,5,6
79,7,7,9,12,11,4,1,4,5
80,9,13,13,10,1,8,12,9,7
81,9,11,1,4,9,4,9,7,5
82,10,9,6,3,10,12,8,8,6
83,12,5,1,11,2,9,5,6,3
84,7,2,5,6,8,12,8,7,10
85,13,11,4,13,8,1,3,7,8
86,5,1,7,11,10,6,6,7,9
87,5,11,9,1,4,8,1,7,5
88,6,11,11,6,3,2,8,7,7
89,3,9,1,2,10,12,9,1,8
90,13,4,3,12,4,4,2,10,6
91,8,10,3,6,3,10,12,3,2
92,2,11,7,6,10,10,2,4,1
93,9,7,13,12,10,3,5,9,2
94,6,2,8,10,12,5,12,1,2
95,6,10,4,10,5,2,2,10,8
96,4,4,11,7,9,8,9,10,10
97,1,2,5,11,13,8,9,3,10
98,1,8,5,1,8,8,11,2,4
99,9,13,3,4,13,13,8,9,2
100,6,13,11,11,3,3,13,9,9
101,4,9,11,6,2,11,4,1,7
102,7,3,1,8,5,8,5,4,9
103,10,3,2,3,11,11,1,3,2
104,8,13,12,13,8,10,8,9,10
105,1,5,6,5,10,7,6,6,1
106,5,10,9,11,5,9,4,2,1
107,12,7,13,7,2,2,6,1,5
108,11,5,1,5,3,3,12,2,9
109,9,1,7,3,9,8,1,2,6
110,4,11,4,2,7,8,1,2,7
111,6,7,9,12,10,9,7,5,9
112,13,1,10,12,13,6,8,6,8
113,13,12,1,4,7,4,12,2,2
114,5,3,12,2,4,6,3,1,7
115,3,8,5,3,1,3,11,6,5
116,6,6,11,13,1,6,12,5,5
117,11,6,3,2,12,8,10,4,6
118,7,2,13,12,12,6,6,9,3
119,13,3,1,5,11,3,10,2,1
120,9,13,1,5,9,13,4,3,6
121,6,3,4,13,9,6,6,4,10
122,7,13,10,8,6,11,2,3,7
123,9,13,7,10,4,9,11,1,9
124,4,9,3,10,12,1,6,5,3
125,3,4,2,11,1,9,1,5,7
126,4,8,6,10,6,11,6,10,9
127,10,7,5,6,5,6,4,7,2
128,1,2,11,9,9,1,13,7,3
129,12,12,8,7,6,13,1,10,4
130,11,9,3,12,6,12,6,6,4
131,11,9,11,9,12,6,1,2,1
132,7,3,13,5,2,12,8,6,3
133,12,5,9,3,10,5,12,6,5
134,4,3,2,9,11,4,4,8,5
135,4,1,10,12,11,5,2,1,1
136,2,5,13,9,3,10,5,9,3
137,6,7,7,13,8,5,5,2,2
138,1,1,8,13,7,13,13,4,9
139,7,1,1,3,1,9,5,10,10
140,11,1,3,13,11,7,3,7,9
141,7,7,13,6,11,6,2,9,9
142,3,8,9,2,7,4,11,2,6
143,9,10,12,13,3,11,11,1,7
144,12,4,13,6,7,9,6,1,10
145,2,2,1,1,8,3,2,2,10
146,6,4,1,9,10,9,1,5,6
147,12,9,5,9,1,12,2,2,6
148,3,10,2,10,3,8,10,2,5
149,8,6,7,1,8,4,8,4,5
150,13,3,13,8,11,2,3,9,2
151,7,12,2,9,6,1,3,10,4
152,12,9,6,6,4,11,8,3,1
153,6,13,1,3,13,1,8,1,9
154,5,3,3,11,7,3,9,3,5
155,13,13,11,6,4,11,8,5,10
156,10,7,13,8,4,1,5,1,6
157,11,8,10,8,6,5,12,1,7
158,7,5,6,6,11,4,11,5,9
159,12,9,11,13,11,10,13,1,2
160,3,3,2,12,13,3,9,6,2
161,6,11,9,12,5,6,2,6,8
162,1,13,5,2,3,3,1,8,7
163,13,5,3,2,3,9,6,4,10
164,1,8,8,11,12,10,8,10,1
165,2,13,9,10,13,6,1,6,8
166,1,12,2,4,12,5,8,1,8
167,9,12,6,3,4,8,11,9,4
168,9,5,6,5,9,7,9,8,7
169,2,1,11,12,6,5,11,8,4
170,1,4,9,11,1,1,1,5,4
171,11,1,2,5,6,7,11,4,7
172,4,6,10,4,13,13,2,4,9
173,4,8,1,8,4,6,5,5,2
174,9,1,9,11,12,2,10,7,6
175,12,6,5,8,4,12,9,7,7
176,3,2,1,3,1,9,3,2,3
177,9,4,6,9,12,10,6,4,2
178,2,6,3,4,13,10,11,3,2
179,2,9,1,6,3,12,12,8,8
180,2,8,1,1,7,6,8,4,10
181,12,9,3,12,13,3,5,4,10
182,9,2,11,6,12,10,2,9,1
183,8,1,12,13,1,6,4,6,9
184,1,2,4,10,2,1,5,7,9
185,13,6,2,9,13,10,4,3,2
186,8,10,4,8,3,13,6,1,9
187,5,13,2,9,10,3,1,7,2
188,8,2,11,6,7,3,5,10,9
189,4,12,6,10,5,4,7,8,4
190,1,6,11,6,3,4,9,5,5
191,12,1,1,8,7,8,10,5,6
192,11,3,12,1,11,10,1,1,5
193,2,9,10,1,2,9,10,4,9
194,3,8,7,7,2,2,9,9,8
195,12,2,3,12,1,12,2,1,4
196,5,6,4,12,3,2,12,8,7
197,4,6,3,10,3,11,6,2,5
198,5,13,4,5,13,3,4,5,3
199,8,9,4,2,11,5,10,4,10
200,3,12,13,1,1,10,6,8,5
201,5,12,3,11,12,4,12,2,4
202,11,12,2,8,2,9,11,10,10
203,9,13,11,12,1,5,2,7,10
204,3,1,13,1,12,10,8,2,9
205,8,6,13,9,6,13,13,3,6
206,1,2,10,4,2,5,5,1,7
207,8,13,9,8,10,6,5,7,9
208,3,5,12,8,10,6,11,9,3
209,11,8,9,10,10,5,5,1,9
210,6,3,11,11,13,12,12,8,7
211,8,12,6,8,12,9,5,9,9
212,5,11,5,8,12,7,4,6,9
213,13,6,5,3,2,5,5,8,2
214,4,13,9,2,5,12,10,2,4
215,5,13,4,13,6,3,2,1,8
216,9,8,11,5,9,5,11,9,6
217,12,4,4,4,10,8,5,1,2
218,5,10,9,2,11,7,12,8,7
219,8,9,9,1,8,8,7,8,8
220,1,12,5,4,1,4,1,10,3
221,5,9,6,4,10,6,4,1,2
222,5,9,3,4,3,4,13,6,10
223,9,12,4,11,11,11,3,1,9
224,11,13,12,5,3,11,11,8,2
225,12,5,9,6,12,4,8,7,6
226,13,10,6,1,10,2,11,7,4
227,9,12,13,10,5,3,13,1,9
228,10,5,2,10,6,9,4,5,6
229,11,9,3,5,5,10,13,3,4
230,5,2,8,5,1,10,12,10,6
231,5,1,5,3,3,13,8,10,1
232,1,3,6,4,6,13,8,10,9
233,9,13,4,6,13,13,7,2,8
234,12,1,1,2,8,8,7,10,7
235,13,11,3,3,4,5,13,7,1
236,5,2,7,5,6,5,6,10,3
237,2,2,6,13,6,8,6,5,7
238,1,12,13,4,1,5,1,10,1
239,7,1,2,12,7,2,12,6,7
240,4,2,9,7,12,9,4,10,3
241,6,9,13,13,5,3,9,4,10
242,12,13,8,5,9,3,13,9,9
243,1,12,8,11,10,5,10,4,6
244,6,4,9,4,4,9,11,8,1
245,7,3,3,13,6,11,7,8,6
246,10,11,9,3,13,3,5,2,8
247,12,3,7,12,6,7,7,3,6
248,11,9,9,1,7,6,8,6,5
249,6,8,5,11,7,9,10,9,2
250,11,12,2,6,8,2,9,6,9
251,11,8,3,3,2,2,7,6,6
252,6,6,9,12,12,6,10,9,10
253,13,5,13,12,4,7,13,7,7
254,10,10,9,8,4,8,5,6,1
255,5,10,7,3,8,12,13,10,5
256,6,10,9,11,3,11,5,4,3
257,10,6,1,4,7,7,2,7,5
258,7,6,3,3,3,12,13,2,1
259,5,5,12,6,13,12,6,2,3
260,9,4,5,11,10,12,5,9,4
261,11,10,9,13,8,9,12,1,4
262,6,1,12,13,10,11,9,7,3
263,10,6,4,3,9,5,5,1,4
264,5,12,11,3,8,9,12,6,1
265,10,9,7,9,1,3,2,3,1
266,3,6,2,5,4,12,1,7,8
267,5,13,10,1,6,4,6,9,3
268,13,9,9,12,5,3,9,2,7
269,2,13,2,9,7,12,13,5,1
270,7,12,10,11,1,5,6,9,8
271,12,8,1,2,1,4,10,3,3
272,1,10,4,5,1,2,2,6,5
273,3,2,4,2,6,11,2,10,7
274,1,13,11,5,11,10,8,6,5
275,9,4,2,2,3,2,7,1,8
276,13,3,1,8,3,8,5,10,3
277,11,7,4,13,10,2,13,8,7
278,12,1,1,9,6,13,12,7,3
279,9,2,13,8,10,11,11,5,9
280,6,4,2,6,9,2,8,8,2
281,6,5,1,7,1,8,3,5,6
282,10,7,11,6,9,12,3,4,3
283,10,4,8,8,4,6,3,5,5
284,2,13,1,9,12,3,13,3,5
285,2,3,7,1,13,8,1,7,1
286,8,11,4,11,11,5,10,1,8
287,8,8,5,2,1,10,8,8,5
288,1,2,1,4,1,1,11,9,6
289,3,6,4,1,3,6,2,1,3
290,3,11,10,13,4,6,4,3,8
291,10,13,2,4,13,12,4,5,3
292,11,12,3,9,5,1,4,9,3
293,7,3,6,1,9,3,4,10,9
294,9,12,7,4,7,1,7,5,8
295,5,8,13,3,13,13,8,3,8
296,13,10,6,10,6,5,4,3,6
297,7,3,13,1,3,5,6,9,6
298,8,1,10,8,13,1,7,1,2
299,8,5,9,5,9,4,8,1,5
300,6,10,6,13,6,10,9,7,4
301,6,6,2,6,8,11,5,4,4
302,3,12,12,12,13,13,3,1,1
303,10,2,4,8,13,12,4,10,7
304,10,13,3,10,5,11,7,2,8
305,9,4,5,6,3,2,7,8,9
306,2,6,5,1,8,3,7,1,2
307,8,1,6,2,11,4,1,1,2
308,7,7,12,1,3,1,5,8,2
309,2,10,11,5,11,2,10,4,3
310,1,12,10,4,10,7,1,5,4
311,7,2,11,5,11,5,2,8,2
312,1,12,13,13,5,6,8,10,6
313,5,7,1,13,7,10,10,3,3
314,8,5,13,1,6,13,2,9,5
315,8,8,5,9,9,6,8,8,3
316,9,5,12,13,2,9,12,5,4
317,5,2,6,7,6,1,5,6,4
318,4,13,11,9,2,2,13,8,10
319,13,5,8,7,2,10,12,7,6
320,8,12,1,2,10,13,2,10,10
321,11,1,10,7,6,6,9,10,8
322,7,7,1,9,3,7,11,2,8
323,4,6,3,2,5,8,2,3,6
324,13,10,4,4,4,11,6,7,3
325,7,13,13,11,4,4,6,2,2
326,5,8,3,5,9,4,3,4,7
327,12,1,9,5,5,1,4,5,5
328,12,12,9,10,10,12,3,5,9
329,2,3,4,3,8,11,4,4,3
330,13,7,1,6,8,11,12,7,8
331,7,5,12,9,12,8,11,4,2
332,11,8,11,2,3,9,12,6,2
333,7,12,11,9,13,8,9,7,9
334,10,8,2,6,8,4,2,6,9
335,13,3,6,12,12,9,11,10,7
336,7,12,10,10,4,12,6,10,3
337,1,9,9,11,10,11,11,2,5
338,13,4,11,12,1,3,13,1,6
339,5,12,9,8,3,2,7,5,4
340,10,10,5,1,13,8,10,9,9
341,9,7,13,8,2,10,5,10,4
342,10,10,1,8,6,2,6,7,2
343,10,11,3,9,5,5,3,9,8
344,10,10,3,7,11,4,4,2,3
345,11,13,11,10,9,5,5,5,4
346,10,5,12,6,11,13,10,10,8
347,1,13,5,1,8,1,5,10,3
348,9,10,9,12,7,12,10,2,7
349,8,11,11,10,7,13,4,5,4
350,1,12,2,10,6,7,8,10,3
351,8,9,12,4,1,6,9,2,10
352,5,4,13,7,13,3,7,8,8
353,9,7,11,6,12,12,5,10,3
354,1,3,2,13,13,12,7,6,9
355,10,2,10,5,3,1,7,3,2
356,8,1,6,5,6,4,8,3,1
357,8,12,8,1,4,4,11,8,10
358,8,11,10,3,12,1,4,1,7
359,3,13,6,8,1,9,8,10,5
360,10,11,5,6,8,3,6,10,5
361,1,2,8,3,13,8,13,9,7
362,1,9,9,12,11,4,4,9,3
363,1,2,4,3,3,3,8,1,3
364,4,8,12,11,5,2,7,2,1
365,3,1,9,8,8,3,5,2,8
366,6,9,13,5,9,2,5,4,1
367,13,5,5,3,11,7,3,5,10
368,8,6,13,12,6,5,2,7,5
369,2,11,9,9,5,6,3,9,8
370,7,12,8,4,6,8,4,3,10
371,3,1,3,5,2,7,12,8,1
372,4,12,11,2,12,4,9,3,10
373,2,7,1,9,7,2,1,4,9
374,10,8,6,3,11,1,4,2,4
375,5,3,2,10,5,12,5,7,8
376,11,8,4,12,11,1,7,1,1
377,12,5,1,8,12,9,11,8,10
378,5,11,11,12,13,10,12,6,4
379,9,12,4,6,7,11,9,7,7
380,1,6,1,2,8,12,2,10,3
381,11,13,10,4,10,6,1,6,5
382,4,3,13,3,4,9,7,10,10
383,4,8,8,11,1,5,9,5,4
384,1,4,7,4,2,10,10,1,2
385,9,8,5,5,6,10,5,10,3
386,11,6,8,10,13,8,5,2,3
387,6,1,11,9,7,2,4,10,8
388,12,10,13,1,11,12,12,5,2
389,1,5,2,9,1,13,1,4,6
390,8,2,7,11,12,9,13,7,5
391,11,3,1,6,8,2,13,1,7
392,4,7,9,10,5,2,7,1,8
393,4,1,13,13,12,9,9,6,5
394,12,1,1,3,1,9,7,2,9
395,13,8,4,5,12,1,10,1,5
396,8,13,6,7,4,8,12,1,6
397,13,6,11,13,3,11,12,10,7
398,12,8,1,1,4,7,12,2,3
399,7,2,3,12,3,6,6,2,9
400,13,9,1,7,10,7,12,5,4
401,8,13,4,12,4,2,3,6,7
402,13,13,9,13,7,3,6,6,10
403,11,5,12,1,11,4,10,10,4
404,10,9,10,10,1,9,8,5,7
405,12,12,5,2,5,3,7,3,4
406,9,11,12,2,3,11,6,5,1
407,11,11,4,8,6,1,13,3,7
408,11,10,7,1,13,11,4,8,5
409,10,4,11,6,13,13,9,6,6
410,9,9,6,7,5,1,9,8,1
411,13,9,2,5,9,9,9,7,9
412,7,11,2,11,11,7,1,4,7
413,4,2,11,5,8,7,13,3,2
414,12,9,12,12,2,12,4,7,9
415,1,3,7,11,6,10,4,4,9
416,6,7,9,5,4,12,6,9,9
417,8,6,2,12,9,13,13,6,10
418,3,5,4,6,6,12,6,8,6
419,3,12,5,2,12,13,11,9,1
420,5,9,1,10,10,5,7,9,8
421,13,7,5,8,6,5,6,4,3
422,11,1,11,8,2,1,2,5,7
423,8,11,11,3,1,7,11,6,3
424,10,12,12,10,7,9,10,7,7
425,13,4,1,8,8,2,3,2,3
426,9,1,2,2,2,2,3,9,7
427,13,12,3,8,13,4,11,6,2
428,6,3,2,9,7,3,4,4,7
429,9,1,4,13,2,13,3,2,5
430,7,10,12,2,12,6,6,1,3
431,9,7,4,5,1,3,7,3,1
432,12,13,4,13,3,7,3,1,5
433,9,2,9,1,11,1,3,4,4
434,13,13,1,5,10,7,13,10,4
435,2,3,8,11,5,5,1,1,6
436,4,1,6,4,1,11,12,10,10
437,2,8,8,1,3,5,11,6,4
438,2,11,8,2,8,10,3,10,10
439,10,8,11,1,12,12,10,9,5
440,5,9,13,13,7,6,8,7,2
441,2,11,11,4,12,8,12,7,3
442,11,13,8,8,9,5,12,1,2
443,11,9,2,12,1,3,6,8,6
444,8,6,7,3,1,7,5,5,3
445,2,4,7,11,5,12,8,10,2
446,2,7,9,9,5,9,7,3,4
447,10,6,6,1,11,11,7,4,8
448,7,1,4,12,3,2,10,9,2
449,8,11,13,8,2,1,1,2,9
450,7,4,2,5,9,7,9,10,10
451,7,5,5,11,4,3,2,3,9
452,4,8,6,7,11,1,9,10,5
453,2,10,3,6,10,6,4,3,1
454,7,10,13,1,2,3,5,7,6
455,11,4,6,12,11,10,1,9,7
456,9,13,3,6,9,13,9,8,3
457,1,8,12,1,8,6,4,10,3
458,1,1,11,12,12,4,6,1,2
459,1,2,7,10,6,4,4,9,5
460,6,2,4,7,5,2,13,3,10
461,10,3,12,13,12,4,8,5,1
462,4,6,12,6,12,13,5,8,4
463,13,1,8,3,5,9,5,7,7
464,4,9,10,4,13,8,8,10,10
465,8,11,7,11,8,12,8,2,4
466,13,9,8,10,6,5,5,8,9
467,12,4,6,4,9,8,2,3,2
468,6,12,8,10,9,10,13,9,4
469,9,5,6,11,2,1,11,9,10
470,10,7,1,6,13,1,11,5,5
471,1,7,11,7,2,1,12,4,1
472,9,1,12,8,13,3,10,2,10
473,4,3,10,5,8,4,2,8,7
474,2,13,1,11,9,10,7,9,4
475,11,5,7,9,2,13,2,6,7
476,1,4,10,1,9,6,7,5,3
477,13,4,13,8,12,6,8,4,9
478,7,12,9,13,11,6,7,2,5
479,11,6,3,13,11,11,10,2,8
480,5,10,13,5,12,13,13,3,5
481,1,12,11,2,9,2,5,2,7
482,3,12,8,8,2,7,9,9,2
483,8,13,6,5,11,9,7,5,2
484,6,8,1,4,8,5,1,1,3
485,2,1,11,7,10,4,12,2,6
486,6,13,8,5,13,13,9,2,10
487,6,11,6,6,3,6,10,10,2
488,8,3,10,4,2,9,8,1,6
489,8,8,1,11,6,11,2,6,2
490,10,11,2,13,11,12,13,8,7
491,5,4,11,9,1,12,9,2,8
492,5,11,4,7,6,9,10,2,5
493,8,4,3,1,7,4,13,9,6
494,10,3,5,12,4,1,3,7,6
495,8,7,5,7,8,4,10,8,3
496,11,11,8,12,10,6,4,8,3
497,11,6,8,9,12,8,6,1,4
498,5,10,5,8,9,8,1,9,8
499,8,5,8,3,10,1,12,7,8
500,9,2,8,9,12,11,4,2,10